log_ts	candle_ts	symbol	slot	open	high	low	close	ema8	ema20_low	ema20_high	rsi	green	close_gt_ema8	close_ge_ema20_low	close_le_ema20_high	rsi_in_range	rsi_rising	buy_allowed
09:38:00	09:38:00	NIFTY25D2326350CE	14598914	6.00	6.10	5.90	5.95	5.93	5.91	6.20	42.13	False	False	False	False	False	False	False
09:38:00	09:38:00	NIFTY25D2326050CE	14594306	32.10	32.40	30.70	31.25	31.06	30.78	32.80	40.54	False	False	False	False	False	False	False
09:38:00	09:38:00	NIFTY25D2325000PE	14579714	3.65	3.75	3.65	3.75	3.74	3.70	3.82	48.15	False	False	False	False	False	False	True
09:38:03	09:38:00	NIFTY25D2326100CE	14594818	23.85	24.05	22.90	23.20	23.09	22.94	24.42	40.60	False	False	False	False	False	False	False
09:38:03	09:38:00	NIFTY25D2325950PE	14593026	186.35	189.85	184.55	188.10	189.05	184.63	192.58	54.06	False	False	False	False	False	False	False
09:38:03	09:38:00	NIFTY25D2325700PE	14588674	58.40	60.00	57.95	59.30	59.93	58.37	62.09	51.05	False	False	False	False	False	False	False
09:38:03	09:38:00	NIFTY25D2326450PE	14600450	643.40	643.40	643.40	643.40	641.12	631.75	637.20	62.76	False	False	False	False	False	False	False
09:38:03	09:38:00	NIFTY25D2326400CE	14599682	4.90	5.00	4.80	4.85	4.87	4.87	5.07	36.08	False	False	False	False	False	False	False
09:38:03	09:38:00	NIFTY25D2326300CE	14598402	7.45	7.50	7.20	7.25	7.24	7.26	7.66	39.86	False	False	False	False	False	False	False
09:38:03	09:38:00	NIFTY25D2326200PE	14597378	392.40	396.10	390.90	395.00	396.46	390.04	400.14	53.59	False	False	False	False	False	False	False
09:38:03	09:38:00	NIFTY25D2326100PE	14595074	304.05	308.70	301.35	306.50	307.52	301.42	311.30	56.35	False	False	False	False	False	False	False
09:38:03	09:38:00	NIFTY25D2325950CE	14592770	56.70	57.15	54.30	55.30	55.06	54.32	57.79	41.71	False	False	False	False	False	False	False
09:38:03	09:38:00	NIFTY25D2325650CE	14587906	214.30	216.75	209.95	212.80	211.97	209.23	218.17	40.54	False	False	False	False	False	False	False
09:38:03	09:38:00	NIFTY25D2325850CE	14590466	93.30	94.65	90.55	92.00	91.66	90.42	95.59	41.78	False	False	False	False	False	False	False
09:38:03	09:38:00	NIFTY25D2325400CE	14583810	430.00	431.20	425.95	425.95	425.85	423.22	433.54	44.04	False	False	False	False	False	False	False
09:38:03	09:38:00	NIFTY25D2325300CE	14582786	517.45	526.10	517.45	526.10	520.75	519.71	528.66	49.15	False	False	False	False	False	False	True
09:38:06	09:38:00	NIFTY25D2325100CE	14580482	714.10	724.25	714.10	724.25	720.41	724.35	728.17	13.52	False	False	False	False	False	False	False
09:38:06	09:38:00	NIFTY25D2326600PE	14601986	783.65	783.65	783.65	783.65	783.49	782.88	782.96	100.00	False	False	False	False	False	False	False
09:38:06	09:38:00	NIFTY25D2326500CE	14600706	3.85	3.90	3.75	3.80	3.78	3.74	3.87	51.60	False	False	False	False	False	False	False
09:38:06	09:38:00	NIFTY25D2325050PE	14580226	3.95	3.95	3.90	3.95	3.96	3.91	4.03	54.47	False	False	False	False	False	False	False
09:38:06	09:38:00	NIFTY25D2326550PE	14601474	739.30	739.30	739.30	739.30	736.88	733.24	733.53	74.11	False	False	False	False	False	False	False
09:38:06	09:38:00	NIFTY25D2325100PE	14580738	4.25	4.35	4.25	4.30	4.31	4.26	4.38	49.20	False	False	False	False	False	False	False
09:38:06	09:38:00	NIFTY25D2326350PE	14599426	544.00	544.00	536.75	537.10	540.01	532.81	542.25	47.32	False	False	False	False	False	False	False
09:38:06	09:38:00	NIFTY25D2326000PE	14594050	222.30	226.90	221.00	224.80	225.73	220.77	229.27	56.39	False	False	False	False	False	False	False
09:38:06	09:38:00	NIFTY25D2325350PE	14583554	8.45	8.55	8.30	8.55	8.62	8.48	8.88	51.06	False	False	False	False	False	False	False
09:38:06	09:38:00	NIFTY25D2325250CE	14582274	565.30	571.95	565.30	571.95	569.78	572.53	577.66	35.13	False	False	False	False	False	False	False
09:38:06	09:38:00	NIFTY25D2325150PE	14581250	4.65	4.70	4.60	4.65	4.68	4.65	4.77	51.04	False	False	False	False	False	False	False
09:38:06	09:38:00	NIFTY25D2325850PE	14590722	123.25	126.15	122.10	124.90	125.94	122.62	128.63	53.23	False	False	False	False	False	False	False
09:38:06	09:38:00	NIFTY25D2325800PE	14589698	97.75	100.10	96.70	98.85	99.89	97.33	102.54	53.58	False	False	False	False	False	False	False
09:38:06	09:38:00	NIFTY25D2325700CE	14588418	179.30	180.45	174.65	176.80	176.26	174.46	182.03	42.22	False	False	False	False	False	False	False
09:38:06	09:38:00	NIFTY25D2325550PE	14585602	24.80	25.45	24.60	25.20	25.48	24.97	26.50	51.24	False	False	False	False	False	False	False
09:38:06	09:38:00	NIFTY25D2325500CE	14584834	339.70	340.30	333.75	335.00	334.54	331.41	341.46	43.08	False	False	False	False	False	False	False
09:38:06	09:38:00	NIFTY25D2326450CE	14600194	4.25	4.35	4.15	4.20	4.20	4.18	4.34	40.77	False	False	False	False	False	False	False
09:38:06	09:38:00	NIFTY25D2325500PE	14585090	18.65	19.20	18.55	19.05	19.29	18.86	20.04	50.24	False	False	False	False	False	False	False
09:38:06	09:38:00	NIFTY25D2325750PE	14589186	76.70	78.25	75.65	77.35	78.19	76.20	80.58	52.39	False	False	False	False	False	False	False
09:38:06	09:38:00	NIFTY25D2326000CE	14593282	43.05	43.55	41.40	42.05	41.91	41.43	44.10	39.40	False	False	False	False	False	False	False
09:38:06	09:38:00	NIFTY25D2326300PE	14598658	489.45	492.60	484.70	492.45	491.51	483.36	494.48	61.53	False	False	False	False	False	False	True
09:38:09	09:38:00	NIFTY25D2325150CE	14580994	664.80	664.80	664.80	664.80	668.17	670.69	676.32	39.77	False	False	False	False	False	False	False
09:38:09	09:38:00	NIFTY25D2325600CE	14585858	254.40	255.30	248.45	251.00	250.12	247.32	256.54	42.90	False	False	False	False	False	False	False
09:38:09	09:38:00	NIFTY25D2325350CE	14583298	473.50	478.80	473.50	475.00	472.62	472.14	481.10	48.34	False	False	False	False	False	False	True
09:38:13	09:38:00	NIFTY25D2326500PE	14600962	691.60	691.60	691.60	691.60	689.85	680.41	689.38	55.57	False	False	False	False	False	False	False
